context,text,label,preprocessed
"AMY: The painting is a constant reminder that of the three of us, she is the least cool. | PENNY: Yeah, that's... that's what it is, so... | AMY: You have such a good heart. | PENNY: Yeah... I try. | AMY: Come on. | PENNY: Whoa, whoa, where are we going? | AMY: We're going to go put this painting back up in your apartment. | PENNY: Well, what about Bernadette?","AMY: Oh, screw her. She's just lucky we let her hang out with us.",0,"Context: AMY: The painting is a constant reminder that of the three of us, she is the least cool.
PENNY: Yeah, that's... that's what it is, so...
AMY: You have such a good heart.
PENNY: Yeah... I try.
AMY: Come on.
PENNY: Whoa, whoa, where are we going?
AMY: We're going to go put this painting back up in your apartment.
PENNY: Well, what about Bernadette? Response: AMY: Oh, screw her. She's just lucky we let her hang out with us."
"SHELDON: (thermometer beeps) 102.2.
(coughs)",SHELDON: Exactly what it was half an hour ago. It's like you're not even trying to get better.,1,Context: SHELDON: (thermometer beeps) 102.2. (coughs) Response: SHELDON: Exactly what it was half an hour ago. It's like you're not even trying to get better.
RACHEL: You guys can pee standing up.,CHANDLER: We can? Ok I am trying that.,1,Context: RACHEL: You guys can pee standing up. Response: CHANDLER: We can? Ok I am trying that.
MODERATOR: Hello everybody! How was your week?,MEMBER-GIRL: Amazing.,1,Context: MODERATOR: Hello everybody! How was your week? Response: MEMBER-GIRL: Amazing.
"SCOTT: It was being sarcastic, alright I see I see | SCOTT: I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again | MEMBER-BOY: Oh, we wouldn't bother.",MEMBER-BOY: You got off to a really good start with the group.,1,"Context: SCOTT: It was being sarcastic, alright I see I see
SCOTT: I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again
MEMBER-BOY: Oh, we wouldn't bother. Response: MEMBER-BOY: You got off to a really good start with the group."
"ROSS: Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help put together my new furniture.","CHANDLER: Yes and we are ""very"" excited about it.",1,"Context: ROSS: Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help put together my new furniture. Response: CHANDLER: Yes and we are ""very"" excited about it."
"HOWARD: Don't push me, Sheldon.
I may be small, but I took kung fu when I was 13, and I remember a good deal of it. | SHELDON: Oh, really? | SHELDON: Well, I grew up with an older brother and a very contentious twin sister. | SHELDON: And I believe I could easily best you in any physical confrontation-- be it noogies, swirlies or the classic ""Why are you hitting yourself?""","RAJ: Ooh, big talk from a man who was once treed by a chicken.",1,"Context: HOWARD: Don't push me, Sheldon. I may be small, but I took kung fu when I was 13, and I remember a good deal of it.
SHELDON: Oh, really?
SHELDON: Well, I grew up with an older brother and a very contentious twin sister.
SHELDON: And I believe I could easily best you in any physical confrontation-- be it noogies, swirlies or the classic ""Why are you hitting yourself?"" Response: RAJ: Ooh, big talk from a man who was once treed by a chicken."
ROSS: Chandler. I sensed it was you. | CHANDLER: What?! | ROSS: Unagi. I'm always aware.,"CHANDLER: Okay, are you aware unagi  is an eel?",1,"Context: ROSS: Chandler. I sensed it was you.
CHANDLER: What?!
ROSS: Unagi. I'm always aware. Response: CHANDLER: Okay, are you aware unagi is an eel?"
"PHOEBE: You guys make a | JOEY: Yeah, we look great together. | CHANDLER: Okay.",MONICA: Wow! Imagine what our kids would look like!,0,"Context: PHOEBE: You guys make a
JOEY: Yeah, we look great together.
CHANDLER: Okay. Response: MONICA: Wow! Imagine what our kids would look like!"
"ROSS: I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou. | MONICA: Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.",ROSS: Yeah. What-what should I do?,0,"Context: ROSS: I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou.
MONICA: Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents. Response: ROSS: Yeah. What-what should I do?"
"ROSS: When did I say you were boring?! | PHOEBE: Oh my God, I remember now! We were playing chess! | ROSS: Phoebe! You and I have","PHOEBE: Oh, come on!",0,"Context: ROSS: When did I say you were boring?!
PHOEBE: Oh my God, I remember now! We were playing chess!
ROSS: Phoebe! You and I have Response: PHOEBE: Oh, come on!"
"CHANDLER: Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first. | PHOEBE: Oh my God Chandler, the one you picked is gone. It's over! | CHANDLER: What?",PHOEBE: Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,0,"Context: CHANDLER: Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first.
PHOEBE: Oh my God Chandler, the one you picked is gone. It's over!
CHANDLER: What? Response: PHOEBE: Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!"
"SHELDON: Red Zinger with one teaspoon of honey. | PERSON: Thank you.
Neat<i> Star Trek</i> mug. | PERSON: I actually have one of the phasers from the original TV show. | HOWARD: Oh, cool.
How'd you get that? | PERSON: Oh, easy, Gene Roddenberry needed a vasectomy. | SHELDON: Wait a minute.
You've snipped Gene Roddenberry's vas deferens? | PERSON: Yes.","HOWARD: Wow, he really went where no man has gone before.",0,"Context: SHELDON: Red Zinger with one teaspoon of honey.
PERSON: Thank you. Neat Star Trek mug.
PERSON: I actually have one of the phasers from the original TV show.
HOWARD: Oh, cool. How'd you get that?
PERSON: Oh, easy, Gene Roddenberry needed a vasectomy.
SHELDON: Wait a minute. You've snipped Gene Roddenberry's vas deferens?
PERSON: Yes. Response: HOWARD: Wow, he really went where no man has gone before."
"HOWARD: Thank you. | HOWARD: So, shall we get started? | PERSON: Sure.
But can I ask you a question first? | HOWARD: Do you want to play Cylon and colonist? | PERSON: I want to know why you're playing make-believe with me when you could be out with a real woman tonight. | HOWARD: You mean, Bernadette?","PERSON: No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",1,"Context: HOWARD: Thank you.
HOWARD: So, shall we get started?
PERSON: Sure. But can I ask you a question first?
HOWARD: Do you want to play Cylon and colonist?
PERSON: I want to know why you're playing make-believe with me when you could be out with a real woman tonight.
HOWARD: You mean, Bernadette? Response: PERSON: No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you."
JOEY: Where the hell have you been?,CHANDLER: I was making a coconut phone with a professor.,1,Context: JOEY: Where the hell have you been? Response: CHANDLER: I was making a coconut phone with a professor.
"ROSS: Really, I, no, I think girls night out is a great idea. Okay, okay, bye | PHOEBE: So what are they doing?","ROSS: I don't know, something girlie.",0,"Context: ROSS: Really, I, no, I think girls night out is a great idea. Okay, okay, bye
PHOEBE: So what are they doing? Response: ROSS: I don't know, something girlie."
"JOEY: Oh, unbelievable! We had the best time! | PHOEBE: Yay!! Oh so, you're not, you're not mad at us anymore? | JOEY: No!",JOEY: No!,0,"Context: JOEY: Oh, unbelievable! We had the best time!
PHOEBE: Yay!! Oh so, you're not, you're not mad at us anymore?
JOEY: No! Response: JOEY: No!"
"SHELDON: Really? | AMY: Yes. | SHELDON: Huh. Yeah, I always took it literally. | SHELDON: That's why I have never once moved my bowels in this or any restaurant. 
Hmm. | AMY: I'm relieved that you don't have a problem with us working together.","SHELDON: Not as relieved as I'm about to be. It's a brave new world, little lady.",0,"Context: SHELDON: Really?
AMY: Yes.
SHELDON: Huh. Yeah, I always took it literally.
SHELDON: That's why I have never once moved my bowels in this or any restaurant. Hmm.
AMY: I'm relieved that you don't have a problem with us working together. Response: SHELDON: Not as relieved as I'm about to be. It's a brave new world, little lady."
"HOWARD: We can't show up to your mom's empty-handed. 
We should bring something. | SHELDON: I already am.
I'm bringing the gift of knowledge. | HOWARD: Oh, boy. | SHELDON: Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later.",HOWARD: I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,1,"Context: HOWARD: We can't show up to your mom's empty-handed. We should bring something.
SHELDON: I already am. I'm bringing the gift of knowledge.
HOWARD: Oh, boy.
SHELDON: Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later. Response: HOWARD: I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful."
"ROSS: I mean, you two are-are my… I mean, I'm lucky to have just one good | CHANDLER: Thanks man. | JOEY: I gotta go check something over here.",CHANDLER: What a baby.,0,"Context: ROSS: I mean, you two are-are my... I mean, I'm lucky to have just one good
CHANDLER: Thanks man.
JOEY: I gotta go check something over here. Response: CHANDLER: What a baby."
"PHOEBE: Fire alarm? Oh! Hi, officer,fireman, can-can I help you? | PERSON: We found your fire alarm in the trash chute. That's not mine.",PERSON: Yes it is.,0,"Context: PHOEBE: Fire alarm? Oh! Hi, officer,fireman, can-can I help you?
PERSON: We found your fire alarm in the trash chute. That's not mine. Response: PERSON: Yes it is."
RAJ: It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together.,"PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",1,"Context: RAJ: It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together. Response: PERSON: Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here."
"CHANDLER: Yes. Yes, thanks for letting me use your phone... and for saving my life. | PERSON: Well, goodbye Chandler. I had a great blackout.  See ya. | CHANDLER: Hi, um, I'm account number 7143457.","CHANDLER: And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0,"Context: CHANDLER: Yes. Yes, thanks for letting me use your phone... and for saving my life.
PERSON: Well, goodbye Chandler. I had a great blackout. See ya.
CHANDLER: Hi, um, I'm account number 7143457. Response: CHANDLER: And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
"JOEY: Uh, okay, Pheebs? | PHOEBE: Yeah? | JOEY: Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",PHOEBE: Yeah?,0,"Context: JOEY: Uh, okay, Pheebs?
PHOEBE: Yeah?
JOEY: Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out? Response: PHOEBE: Yeah?"
"LEONARD: What, Sheldon? What, Sheldon?! What, Sheldon?! | SHELDON: Tell me what you see here.",LEONARD: The blunt instrument that will be the focus of my murder trial?,1,"Context: LEONARD: What, Sheldon? What, Sheldon?! What, Sheldon?!
SHELDON: Tell me what you see here. Response: LEONARD: The blunt instrument that will be the focus of my murder trial?"
MONICA: Ahh! Aren't you dressed yet? | CHANDLER: Am I naked again?! | MONICA: We're supposed to meet my parents in 15 minutes.,"CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",1,"Context: MONICA: Ahh! Aren't you dressed yet?
CHANDLER: Am I naked again?!
MONICA: We're supposed to meet my parents in 15 minutes. Response: CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?"
"PHOEBE: Ha-ha, it's not my baby, ha-ha-ha! | MONICA: Very good,  so good.","PHOEBE: I really, really enjoyed it. Very exotic.",1,"Context: PHOEBE: Ha-ha, it's not my baby, ha-ha-ha!
MONICA: Very good, so good. Response: PHOEBE: I really, really enjoyed it. Very exotic."
"HOWARD: I was thinking of weaving it into her eulogy. | PERSON: Howard, you've got to tell your mother. | HOWARD: Hey, have you told your parents you're dating this short glass of skim milk here? | PERSON: Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.","HOWARD: Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",1,"Context: HOWARD: I was thinking of weaving it into her eulogy.
PERSON: Howard, you've got to tell your mother.
HOWARD: Hey, have you told your parents you're dating this short glass of skim milk here?
PERSON: Uh... that's different. First of all, we're not engaged; and second, Indian parents are very protective of their children. Response: HOWARD: Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons."
"LEONARD: You'll never guess who they got to replace you at work. | SHELDON: Okay, I know what you're doing. | LEONARD: Really? | SHELDON: Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.
Very Good.","LEONARD: - Chocolate? - No, I don't want any chocolate!",0,"Context: LEONARD: You'll never guess who they got to replace you at work.
SHELDON: Okay, I know what you're doing.
LEONARD: Really?
SHELDON: Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour. Very Good. Response: LEONARD: - Chocolate? - No, I don't want any chocolate!"
"SHELDON: I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears. | PENNY: Oh, my God, now I know what I sound like to you when I say stupid stuff. | SHELDON: Ooh, a pocket watch. | PENNY: Okay, I don't think Amy wants a pocket watch.","SHELDON: No, but maybe she wants a man with a pocket watch.",0,"Context: SHELDON: I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears.
PENNY: Oh, my God, now I know what I sound like to you when I say stupid stuff.
SHELDON: Ooh, a pocket watch.
PENNY: Okay, I don't think Amy wants a pocket watch. Response: SHELDON: No, but maybe she wants a man with a pocket watch."
"CHANDLER: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one? | MONICA: Why won't I be married when I'm 40?","CHANDLER: Oh, no, no. I just meant hypothetically.",0,"Context: CHANDLER: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?
MONICA: Why won't I be married when I'm 40? Response: CHANDLER: Oh, no, no. I just meant hypothetically."
"HOWARD: So my friend Leonard is gonna take you home. | PERSON: Okay. Let's go, friend Leonard. | HOWARD: I'll call ya. | PERSON: So are you a scientist like Howard? | LEONARD: No one's a scientist like Howard. | HOWARD: My mother is so gonna love her.",SHELDON: How nice. Maybe they can carpool when they visit you in federal prison.,1,"Context: HOWARD: So my friend Leonard is gonna take you home.
PERSON: Okay. Let's go, friend Leonard.
HOWARD: I'll call ya.
PERSON: So are you a scientist like Howard?
LEONARD: No one's a scientist like Howard.
HOWARD: My mother is so gonna love her. Response: SHELDON: How nice. Maybe they can carpool when they visit you in federal prison."
"RACHEL: I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows… | ROSS: Wha, heh, how could you know, I don't even know!","MONICA: Carol called me to thank me for the lasagna, I asked, she told me.",0,"Context: RACHEL: I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows...
ROSS: Wha, heh, how could you know, I don't even know! Response: MONICA: Carol called me to thank me for the lasagna, I asked, she told me."
"PERSON: We've got uh, scarves, tulip post cards... | JOEY: Check this out? Huh?  Yeah. That's the stuff. What do you think? | CHANDLER: Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore.","JOEY: Well, I like it. Here you go.",0,"Context: PERSON: We've got uh, scarves, tulip post cards...
JOEY: Check this out? Huh? Yeah. That's the stuff. What do you think?
CHANDLER: Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore. Response: JOEY: Well, I like it. Here you go."
"PERSON1: There's nothing weird going on with me and your mother. | PERSON2: Stewie, your bath is getting cold! | PERSON1: I got to go, bye. | SHELDON: Penny?
Penny.
Penny.
Penny.
Penny. | PENNY: You knocked more than usual.","SHELDON: Next time I might be in a rush, it's good to have a few in the bank.",0,"Context: PERSON1: There's nothing weird going on with me and your mother.
PERSON2: Stewie, your bath is getting cold!
PERSON1: I got to go, bye.
SHELDON: Penny? Penny. Penny. Penny. Penny.
PENNY: You knocked more than usual. Response: SHELDON: Next time I might be in a rush, it's good to have a few in the bank."
"CHANDLER: I can't take it anymore. So you win, okay? Here!",CHANDLER: Pheebs?,0,"Context: CHANDLER: I can't take it anymore. So you win, okay? Here! Response: CHANDLER: Pheebs?"
"SHELDON: Of course not. I'm a theoretical physicist.
A career I chose in no small part because it's indoors, but if I'm able to detect slow-moving magnetic monopoles there, I will be the scientis to confirm string theory. | SHELDON: People will write books about me. | SHELDON: Third-graders will create macaroni-art dioramas depicting scenes from my life.","LEONARD: Sure, maybe a tableau of me trying to pummel you to death.",1,"Context: SHELDON: Of course not. I'm a theoretical physicist. A career I chose in no small part because it's indoors, but if I'm able to detect slow-moving magnetic monopoles there, I will be the scientis to confirm string theory.
SHELDON: People will write books about me.
SHELDON: Third-graders will create macaroni-art dioramas depicting scenes from my life. Response: LEONARD: Sure, maybe a tableau of me trying to pummel you to death."
DOROTHY: No rose. | ROSE: Are you upset because Blanche is going to sell the house and we can't live together.,DOROTHY: No I am upset because Joe Piscapo didn't get the lead role in rain man.,1,"Context: DOROTHY: No rose.
ROSE: Are you upset because Blanche is going to sell the house and we can't live together. Response: DOROTHY: No I am upset because Joe Piscapo didn't get the lead role in rain man."
"HOWARD: Happy now? I'm moving the dirty sock. | SHELDON: Thank you. Raj, keep an eye out for the other one. | PENNY: Hey, guys, this is my friend Zack. | PERSON: Hey. | SHELDON: Hello. | PERSON: Whoa! Is that the laser? It's bitchin'. | SHELDON: Yes.","SHELDON: In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",1,"Context: HOWARD: Happy now? I'm moving the dirty sock.
SHELDON: Thank you. Raj, keep an eye out for the other one.
PENNY: Hey, guys, this is my friend Zack.
PERSON: Hey.
SHELDON: Hello.
PERSON: Whoa! Is that the laser? It's bitchin'.
SHELDON: Yes. Response: SHELDON: In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper ""Zur Quantentheorie der Strahlung,"" his fondest hope was that the resultant device be bitchin'."
"SHELDON: It's not like I was invited to Richard Feynman's house and have anything better to do. | AMY: Is this how the rest of the night's going to be? | SHELDON: I don't know the future. | SHELDON: Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it? | AMY: No, Sheldon.",SHELDON: Then buckle up; you're in for a cranky night.,0,"Context: SHELDON: It's not like I was invited to Richard Feynman's house and have anything better to do.
AMY: Is this how the rest of the night's going to be?
SHELDON: I don't know the future.
SHELDON: Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it?
AMY: No, Sheldon. Response: SHELDON: Then buckle up; you're in for a cranky night."
"SHELDON: And a living will and durable power of attorney. | RAJ: This says you can make ""end of life"" decisions for me. | SHELDON: As your friend, let's hope it doesn't come to that. 
Please sign. | RAJ: Did you sign this? | LEONARD: There's a reciprocity clause.
You get to pull the plug on him, too. | RAJ: Well, that seems fair.","SHELDON: Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",1,"Context: SHELDON: And a living will and durable power of attorney.
RAJ: This says you can make ""end of life"" decisions for me.
SHELDON: As your friend, let's hope it doesn't come to that. Please sign.
RAJ: Did you sign this?
LEONARD: There's a reciprocity clause. You get to pull the plug on him, too.
RAJ: Well, that seems fair. Response: SHELDON: Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear."
"SHELDON: It is, isn't it? | SHELDON: (gasps) Oh, bother. | SHELDON: Isn't that just always the way? 
You go to staple something, and you're out of staples. | SHELDON: Gosh, I wish I'd known that earlier today when I was at Staples.",RAJ: You have a thing of paper clips right there.,0,"Context: SHELDON: It is, isn't it?
SHELDON: (gasps) Oh, bother.
SHELDON: Isn't that just always the way? You go to staple something, and you're out of staples.
SHELDON: Gosh, I wish I'd known that earlier today when I was at Staples. Response: RAJ: You have a thing of paper clips right there."
"PHOEBE: So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation.","PHOEBE: All right, okay, well, apparently not!",1,"Context: PHOEBE: So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation. Response: PHOEBE: All right, okay, well, apparently not!"
CHANDLER: What an interesting approach to guitar instruction.,"CHANDLER: You know some might find it amusing, I myself find it regular.",1,"Context: CHANDLER: What an interesting approach to guitar instruction. Response: CHANDLER: You know some might find it amusing, I myself find it regular."
"PHOEBE: Yeah! Now, why do you want to kill yourself? | PERSON: It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",PHOEBE: Chandler?,0,"Context: PHOEBE: Yeah! Now, why do you want to kill yourself?
PERSON: It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist! Response: PHOEBE: Chandler?"
"LEONARD: I don't think I can go to the North Pole. | SHELDON: I know you're concerned about disappointing me but I want you to take comfort from the knowledge that my expectations of you are very low. | LEONARD: Yeah, that's very comforting. | SHELDON: Comforting is a part of leadership.
It's not a part I care for, but such is my burden.","LEONARD: Terrific, it's just that... I don't think Penny wants me to go.",0,"Context: LEONARD: I don't think I can go to the North Pole.
SHELDON: I know you're concerned about disappointing me but I want you to take comfort from the knowledge that my expectations of you are very low.
LEONARD: Yeah, that's very comforting.
SHELDON: Comforting is a part of leadership. It's not a part I care for, but such is my burden. Response: LEONARD: Terrific, it's just that... I don't think Penny wants me to go."
"DOROTHY: We clinked at the glasses, Stan gave me a toy smile and I winked at him | DOROTHY: And then I gulped down the champaigne in one go | DOROTHY: And it didn't go sdown smoothly | DOROTHY: Later Stan told me that he put my engagement ring in the bottom of the glass | DOROTHY: It turned up three days later. | ROSE: Where did it turn up Dorothy?",DOROTHY: On the home shopping network,1,"Context: DOROTHY: We clinked at the glasses, Stan gave me a toy smile and I winked at him
DOROTHY: And then I gulped down the champaigne in one go
DOROTHY: And it didn't go sdown smoothly
DOROTHY: Later Stan told me that he put my engagement ring in the bottom of the glass
DOROTHY: It turned up three days later.
ROSE: Where did it turn up Dorothy? Response: DOROTHY: On the home shopping network"
"PERSON: It was dreadful. I felt terrible about how I acted when you said those wonderful things. | ROSS: No, no, that-that, that's all right. Umm, I'm just glad you called.","PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else.",0,"Context: PERSON: It was dreadful. I felt terrible about how I acted when you said those wonderful things.
ROSS: No, no, that-that, that's all right. Umm, I'm just glad you called. Response: PERSON: Ross umm, there's something that I've got to tell you, there's-there's someone else."
"AMY: but since you seem to be okay with the article being canceled, I have a little confession.
I'm the reason it was pulled. | BERNADETTE: What? How? | AMY: I sent the editors of the magazine a pretty scathing e-mail. | BERNADETTE: Amy, what did you say? | AMY: I simply pointed out that they would never consider doing an article ranking male scientists on their sexuality, let alone showing them in various stages of undress.","BERNADETTE: Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0,"Context: AMY: but since you seem to be okay with the article being canceled, I have a little confession. I'm the reason it was pulled.
BERNADETTE: What? How?
AMY: I sent the editors of the magazine a pretty scathing e-mail.
BERNADETTE: Amy, what did you say?
AMY: I simply pointed out that they would never consider doing an article ranking male scientists on their sexuality, let alone showing them in various stages of undress. Response: BERNADETTE: Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche."
JOEY: Whoa!,CHANDLER: See Joe that's why your parents told you not to jump on your bed!,0,Context: JOEY: Whoa! Response: CHANDLER: See Joe that's why your parents told you not to jump on your bed!
JOEY: Yeah! You gotta tell a girl before you tape her. Such a rookie mistake. | CHANDLER: Y'know who has a great video camera? | PHOEBE: Greg and Jenny?,MONICA: Do you still wanna call  'em? I wanna call  'em.,0,"Context: JOEY: Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.
CHANDLER: Y'know who has a great video camera?
PHOEBE: Greg and Jenny? Response: MONICA: Do you still wanna call 'em? I wanna call 'em."
"JOEY: Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",CHANDLER: You building a post office?,1,"Context: JOEY: Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step. Response: CHANDLER: You building a post office?"
"SHELDON: the paper was rejected, but recently, he was proven right. | SHELDON: And now he's on the fast track to win a Nobel prize. | PENNY: Yeah, that's basically what I said. | SHELDON: The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking, | SHELDON: perhaps I've already hit upon the idea that will win me my Nobel prize.",LEONARD: I didn't know they gave Nobel prizes for making boom-boom in the potty.,1,"Context: SHELDON: the paper was rejected, but recently, he was proven right.
SHELDON: And now he's on the fast track to win a Nobel prize.
PENNY: Yeah, that's basically what I said.
SHELDON: The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking,
SHELDON: perhaps I've already hit upon the idea that will win me my Nobel prize. Response: LEONARD: I didn't know they gave Nobel prizes for making boom-boom in the potty."
"HOWARD: Why not ""World's Greatest Engineer""? | SHELDON: I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business. | SHELDON: What would it take for you to abandon Leonard and join me in a rival company | SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard. | HOWARD: We're not quitting on Leonard.",SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?,0,"Context: HOWARD: Why not ""World's Greatest Engineer""?
SHELDON: I'm sorry. I typed that into the label maker, but I just couldn't press enter. Now down to business.
SHELDON: What would it take for you to abandon Leonard and join me in a rival company
SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard.
HOWARD: We're not quitting on Leonard. Response: SHELDON: I understand. Your loyalty is admirable. But what if I were to up the ante?"
"SHELDON: and a super executive ant farm with glow-in-the-dark sand? | HOWARD: - What if he buys his own desk? | RAJ: Yeah, what if I buy my own desk? | SHELDON: - That's ridiculous. | RAJ: - Why? | SHELDON: Because… | RAJ: Yes? | SHELDON: It's my office.","SHELDON: All right, all right. He can buy his own desk.",0,"Context: SHELDON: and a super executive ant farm with glow-in-the-dark sand?
HOWARD: - What if he buys his own desk?
RAJ: Yeah, what if I buy my own desk?
SHELDON: - That's ridiculous.
RAJ: - Why?
SHELDON: Because...
RAJ: Yes?
SHELDON: It's my office. Response: SHELDON: All right, all right. He can buy his own desk."
CHANDLER: Hey | JOEY: You son of a bitch!,CHANDLER: Is it me or the greetings gone downhill around here?,1,"Context: CHANDLER: Hey
JOEY: You son of a bitch! Response: CHANDLER: Is it me or the greetings gone downhill around here?"
SHELDON: I want grilled cheese.,SHELDON: Do you think Penny will come here and take care of us?,0,Context: SHELDON: I want grilled cheese. Response: SHELDON: Do you think Penny will come here and take care of us?
PERSON: Thanks so much for helping me.,LEONARD: Thank you so much for giving me the opportunity to help.,0,Context: PERSON: Thanks so much for helping me. Response: LEONARD: Thank you so much for giving me the opportunity to help.
RACHEL: It's one more thing in my life that's suddenly completely different. This is hard. | ROSS: Yeah I know.,"ROSS: On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",0,"Context: RACHEL: It's one more thing in my life that's suddenly completely different. This is hard.
ROSS: Yeah I know. Response: ROSS: On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with."
"PHOEBE: Was it my work? Were they mad? Was it Jack? Did he yell?! | ROSS: J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better. | PHOEBE: Thank God.","ROSS: Yeah, she's fired.",0,"Context: PHOEBE: Was it my work? Were they mad? Was it Jack? Did he yell?!
ROSS: J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better.
PHOEBE: Thank God. Response: ROSS: Yeah, she's fired."
"BERNADETTE: What the hell is wrong with you?! | RAJ: Well...
You were always so nice to me, I thought maybe you liked me. | BERNADETTE: I'm nice to everyone! | RAJ: I'm sorry. | BERNADETTE: Damn right, you're sorry! | BERNADETTE: And you tell Howard there's never been anything between us! | RAJ: I will. Hey, Bernadette? | BERNADETTE: What?! | RAJ: Do you think I have a shot with Penny?",BERNADETTE: Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0,"Context: BERNADETTE: What the hell is wrong with you?!
RAJ: Well... You were always so nice to me, I thought maybe you liked me.
BERNADETTE: I'm nice to everyone!
RAJ: I'm sorry.
BERNADETTE: Damn right, you're sorry!
BERNADETTE: And you tell Howard there's never been anything between us!
RAJ: I will. Hey, Bernadette?
BERNADETTE: What?!
RAJ: Do you think I have a shot with Penny? Response: BERNADETTE: Of course you do. You're a cutie pie! Any girl would be lucky to have you!"
