example_id,text,context,true_label,models_correct,models_incorrect,num_correct,num_incorrect,input_type,names_normalized,pooling,dataset
32,LEONARD: We might be starting to zero in on your problem.,"BERNADETTE: Are you guys doing okay? | HOWARD: Leonard and I are fine, but I think Raj needs to meet a girl really soon. | BERNADETTE: Well, that shouldn't be too hard. He's such a cutie. | RAJ: Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
Labradoodle?",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
35,LEONARD: And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,"LEONARD: But if someday you decide you want to get married, you have to propose to me. | PENNY: Really? | LEONARD: Yes. It's all on you. | LEONARD: But I got to tell you, when the time comes, I want the whole nine yards. | LEONARD: I want you down on one knee, flowers.
I want to be swept off my feet. | PENNY: Yeah, you got it.",0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
38,"RACHEL: This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.","RACHEL: Ohh! It's so nice to meet you.  Hello. Hello. | PERSON: Well, Joshua, that 500 was for groceries. | RACHEL: What?",0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
39,DOROTHY: Show them your slides of Hawaii,"ROSE: Wait donÕt leave me, what will I do if they come back?",1,"tier2_tfidf_logreg, tier2_tfidf_svm",tier2_tfidf_svm,2,1,text_only,True,NA,test
40,PHOEBE: That oughta do it.,"RACHEL: Where's Chandler? | PHOEBE: Oh, he needed some time to grieve. | CHANDLER: I'm free! I'm free!",0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
41,SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.,LEONARD: How do I look? | SHELDON: Could you be more specific? | LEONARD: Can you tell I'm perspiring a little?,1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
43,"PENNY: No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.","LEONARD: This isn't so bad. | SHELDON: That's easy for you to say. 
Your chair's not facing the lingerie section. | SHELDON: Boy, that's a lot of panties. | AMY: You guys comfy? This might take a while. | SHELDON: You know, I don't understand why women insist on making a big production out of buying clothes.",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
47,RAJ: I did. The guy at the liquor store said this stuff tastes great in coffee.,HOWARD: Do you really think you should be drinking right now? | RAJ: How else am I supposed to talk to the Human Resources lady? | HOWARD: I don't know. Seek professional help?,0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
48,PHOEBE: I know but it's so hard! Nothing rhymes with your stupid name!,"RACHEL: Pheebs, that's great! | PHOEBE: Oh, yay! | RACHEL: But y'know umm, Rachel doesn't rhyme with draddle.",0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
51,"JOEY: I'd love to show ya, but I just tucked her in.",PERSON: Hi Joey. | JOEY: Hey! How you doin'? | PERSON: He has the most amazing Porsche under there!,0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
52,"AMY: Saying that while holding a snowflake is a bit heavy-handed, don't you think?","BERNADETTE: Um, no. | AMY: You should get one. | BERNADETTE: What's that? | AMY: It appears to be something preserved between two pieces of acrylic. | PENNY: Oh, it's a snowflake from the North Pole. Leonard gave it to me last year. | BERNADETTE: Oh, God, that is so romantic. | PENNY: Yeah, it was. | BERNADETTE: Leonard's really one of a kind.",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
54,HOWARD: On a dusty highway just outside Bakersfield. Where do you think? On Mars!,"SHELDON: Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best? | RAJ: I have three words for you: Wrath of Khan. | HOWARD: Thank God, you're here. | LEONARD: What's the emergency? | HOWARD: I got the Mars Rover stuck in a ditch. | SHELDON: Where?",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
55,"CHANDLER: Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio","JOEY: That's the rule. | CHANDLER: What rule? There's no rule, if anything, you owe me a table! | JOEY: How'd you get to that?",0,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
56,"DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.","DOROTHY: Its Miami in June, only cats are wearing fur! | ROSE: You going out?",1,"tier2_tfidf_logreg, tier2_tfidf_svm",tier2_tfidf_svm,2,1,text_only,True,NA,test
57,CHANDLER: No thanks Josephine!,"JOEY: Hey Chandler!, come on in we are knitting pot holders.",1,tier2_tfidf_logreg,"tier2_tfidf_logreg, tier2_tfidf_svm",1,2,text_only,True,NA,test
58,"HOWARD: That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","SHELDON: The audible sigh is a show of exasperation, right? | LEONARD: Right. | SHELDON: Is it about me or the dead pixels? | RAJ: Hey, you're just in time. We made Tex-Mex. | LEONARD: Oh, sounds great. | SHELDON: Oh, Indians making Tex-Mex. | SHELDON: Might as well have had the Chinese pizza. | PERSON: Hey, you.",1,"tier2_tfidf_logreg, tier2_tfidf_svm",tier2_tfidf_svm,2,1,text_only,True,NA,test
59,CHANDLER: Janice? Janice?,PERSON: Will you get me a white zinfandel and glass of red for Janice.,1,tier2_tfidf_logreg,"tier2_tfidf_logreg, tier2_tfidf_svm",1,2,text_only,True,NA,test
62,"CHANDLER: Gee, if only she were one and had no idea what a birthday was.","RACHEL: You can't go away this weekend, its Emma's birthday, we are having a party. | MONICA: Well can't you just have the party when we get back? | RACHEL: No, it won't be her real birthday.",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
63,"JOEY: Uh, Rachel's here, so good luck man, let me know how it works out.","JOEY: Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! | RACHEL: Joey, do you have a minute? | ROSS: Dude, what am I gonna",1,"tier2_tfidf_logreg, tier2_tfidf_svm","tier2_tfidf_logreg, tier2_tfidf_svm",2,2,text_only,True,NA,test
