example_id,split,text,context,true_label,num_models_correct,num_models_wrong,total_models,num_FN,num_FP,models_wrong,models_correct,pred_gemma2_9b_context,pred_gemma2_9b_no_context,pred_qwen2.5_14b_context,pred_qwen2.5_14b_no_context,pred_phi3_medium_context,pred_phi3_medium_no_context
497,train,"CHANDLER: See now that I see crying over, but Bambi, is a cartoon.","PHOEBE: You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
11,train,CHANDLER: Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,ROSS: This is so exciting! I haven't seen my monkey in almost a year,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
10,train,"HOWARD: I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.","LEONARD: Well, that's it. | LEONARD: That's the end of Roger Abbott. | RAJ: And we still don't know who framed him. | LEONARD: I still keep thinking about how an entire life can seemingly amount to nothing.",0,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,0,0,0,0,0
500,train,"PENNY: Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","PERSON: Thank you, Leonard. That doesn't make it sound boring at all. | AMY: So, how you holding up? | PENNY: I'm fine. | AMY: Oh, who are you kidding? She's breathtaking. | PERSON: So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
505,train,"LEONARD: Oh, I'm so glad you asked it like that. You.","LEONARD: Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science. | SHELDON: And you want to rub my nose in the fact that my contributions are being overlooked again? | SHELDON: I am the William Shatner of theoretical physics. | SHELDON: All right, I'll play. What self-important, preening fraud are they honoring this year?",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
506,train,"SHELDON: Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.","SHELDON: See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand. | SHELDON: I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera. | LEONARD: That does sound much simpler. | LEONARD: How long is this going to take?",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
6,train,"PENNY: Well, my beer isn't flat and my rack's not saggy. So far, the future's great.","RAJ: You're all inside it, and we hurtle through the very fabric of time. | RAJ: (electronic sound effects playing) And welcome to 20 years in the future. | RAJ: Hey, you guys just time-traveled.
Stop looking so bored.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
5,train,"SHELDON: So? Do cocaine smugglers write ""cocaine"" on the box?","SHELDON: They're here. | LEONARD: Stay calm. We don't know anything about them yet. | LEONARD: What are you doing? | SHELDON: I'm checking for musical instruments. | SHELDON: Does that sound like castanets to you? | LEONARD: The box says ""kitchen.""",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
507,train,"CHANDLER: Uh, okay. The fifth dentist caved and not they're all recommending Trident?","ROSS: Who? | CHANDLER: Dee, the sarcastic sister from What's Happening!! | RACHEL: Guys, guess what guess what guess what.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
509,train,"DOROTHY: No Rose, she is depressed because Marvel had manners on only once a week",DOROTHY: Now PERSON is depressed Rose. | ROSE: Do you think she is depressed about Rebecca,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
524,train,"PENNY: Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",SHELDON: Hello. | PENNY: Hello | SHELDON: Alright dispense with the friendlt banter | SHELDON: I believe you know why I'm here.,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
437,train,"AMY: There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.","SHELDON: Howard and Bernadette, Raj and his girlfriend, Penny and Chardonnay, Penny and you. | LEONARD: There isn't any ranking. | LEONARD: And if there were, we wouldn't be at the bottom of it. | PENNY: Yeah, and actually, I drink Sauvignon Blanc. | LEONARD: That's the part you have a problem with? | PENNY: Relax.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
185,train,CHANDLER: I guess you would know that or else we would be in a predicament room,CHANDLER: Listen it's kind of an emergency,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
51,train,"DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.","BLANCHE: They are ain't here yet | DOROTHY: No, but they should be any minute | ROSE: You seem a little nervous. | DOROTHY: Oh you're sure I am | ROSE: Are you nervous cause you haven't met Michael's fiancee?",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
401,train,"ROSS: Oh my God, wh-what happened?","PERSON1: Ross, can I talk to you for a minute? | ROSS: Yes, please!  So, what's going on? | PERSON1: Uh, well... Joey and I broke up.",0,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,0,0,0,0,0
423,train,CHANDLER: Great! Now we can do laundry all night. All night laundry!,"MONICA: Actually, I was gonna do some laundry. Chandler, do you wanna do it with me? | CHANDLER: Sure I will do it with you | RACHEL: You don't mind do you, that would really help me a lot Thanks. | MONICA: I don't think I have enough quarters | PHOEBE: I have quarters!",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
59,train,MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?,SCOTT: Alright! Definitely!,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
425,train,"CHANDLER: You are right, by saying nice, I am virtually licking her.","CHANDLER: Did I go to this school? | ROSS: Hey, there's Missy Goldberg. You gotta remember her. | CHANDLER: Sure, nice. | ROSS: Dude. You're married to my sister.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
65,train,"CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",MONICA: And the boots don't really go with it.,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
406,train,MEMBER-BOY: Noooo. Really?,SCOTT: I am having a bit of trouble telling when people are sarcastic.,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
426,train,CHANDLER: Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,PERSON: Because I met somebody who would be perfect for you.,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
427,train,SHELDON: Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,"LEONARD: I am.
Are you interested in physics? | BERNADETTE: Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.
Or ice dancing. | LEONARD: Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential. | BERNADETTE: That's amazing. | SHELDON: Yes.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
403,train,"RAJ: Okay, the NASA Web site says Howard's final descent has begun.","SHELDON: or Leonard's gym membership. | RAJ: We're not kicking him out. 
Stuart and I have become good friends. | SHELDON: Okay, one vote for, one vote against.
Leonard, you're the tiebreaker. | LEONARD: I don't have a problem with Stuart.
Besides, he gives us a 20% discount at his comic book store. | SHELDON: Well, I don't sell my friendship that cheaply. | PERSON: I can go 30. | SHELDON: Welcome aboard, old chum.",0,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,0,0,0,0,0
414,train,"CHANDLER: Pheebs, you may know this, you know strange things. What is the boiling point of brain?","ROSS: Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
70,train,"SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?","LEONARD: Yes, I live with him.
I don't... I-I really don't know why. | LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye. | LEONARD: She wants to have dinner and talk about my research.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
52,train,"DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",BLANCHE: Have you found her?,1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
388,train,MONICA: Like I have nothing better to do!,"MONICA: Richard! | PERSON: Actually, I'm not here to complement the chef. | MONICA: Ohh ..  Oh, that's okay I hate when people come back to complement the chef.",1,6,0,6,0,0,None,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,1,1,1
204,train,CHANDLER: Crazy bitch!,JOEY: Well the tough thing is she really wants to have sex with me.,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
394,train,"SHELDON: Maybe when I publish it, I'll include an inhaler.","PERSON: Excuse me, Dr. Cooper. I'm Kathy O'Brien. | PERSON: I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
482,train,"CHANDLER: Oh hurry up, I want to sign that.","PERSON: But that reminds me, sign this. | ROSS: What is it? | PERSON: Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
244,train,PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,"SHELDON: Oh, oh, oh. | SHELDON: Was he the one who made you eat your arm hair? | LEONARD: No, but, actually, that was this guy's sister. | PENNY: All right, well, what do you think he wants? | LEONARD: I don't know. | SHELDON: You know, the holidays are just around the corner. | SHELDON: Maybe he wants to see if he can lodge the other testicle up there. | LEONARD: I told you. That was a different guy.",1,5,1,6,1,0,phi3_medium_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,1,1,0,1
485,train,PERSON: When are you coming home?,"PERSON: Well, the biggest news is still you dumping Barry at the altar! | PERSON: Alright. Let's talk reality for a second. | RACHEL: Okay.",0,5,1,6,0,1,gemma2_9b_context,"gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,0,0,0,0
486,train,MODERATOR: Nooo!,SCOTT: It was quite hard .. Was just being sarcastic!,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
239,train,JOEY: Hey!,"RACHEL: Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket. | CHANDLER: Oh yeah? Joshua, give me a call sometime, guys like you never go out of style.",0,5,1,6,0,1,gemma2_9b_context,"gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,0,0,0,0
186,train,ROSS: I'm supposed to teach a graduate seminar there in ten minutes.,"ROSS: Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is? | PERSON: Yeah, it's the new building on Avenue A.",0,5,1,6,0,1,gemma2_9b_context,"gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,0,0,0,0
237,train,CHANDLER: Are you still enjoying your nap?,"ROSS: Okay? | CHANDLER: Hi Emma, it's the year 2020.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
383,train,"LEONARD: No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.","PENNY: Leonard, what time does your mom's plane get in? | LEONARD: I don't know-- some time tomorrow morning. | PENNY: Don't you want to know for sure?",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
359,train,"HOWARD: ""Dave."" Sounds like Leonard's got a new BFF.","HOWARD: There are always do-overs when my people play sports. | SHELDON: Where were you that's more important than Wii bowling night? | LEONARD: Actually... | SHELDON: It's rhetorical.
There is nothing more important than Wii bowling night. | LEONARD: Come on, it's just a video game. And we suck at it. | SHELDON: Nice motivational speech from the team captain. | SHELDON: Where were you?",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
411,train,CHANDLER: Ah your own brand of vigilante justice.,"JOEY: Did you call the cops? | RACHEL: No, we took her to lunch",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
235,train,"CHANDLER: Oh no, now its not gonna make any sense","RACHEL: Oh Oh car car. | PHOEBE: Its Ross on one of his drives | RACHEL: What is he doing here? | ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
234,train,MODERATOR: Sarcasm? Noo.,"SCOTT: Sorry, was that sarcasm?",1,5,1,6,1,0,phi3_medium_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,1,1,0,1
374,train,CHANDLER: The British are coming?,"PHOEBE: Hey you guys, guess what?",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
491,train,ROSS: It's not funny!,"ROSS: That only is not funny, it's physically impossible! Okay? Depending    on the species I'd have to have a six foot long...",0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
379,train,ROSS: All right.,RACHEL: Okay. Let's use this brush. | ROSS: Okay. This stuff? | RACHEL: Yeah.,0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
194,train,PERSON: I just want to ask you a few questions about Howard Wolowitz.,"PERSON: Yes.
I'm Special Agent Page, FBI. | SHELDON: You say you're Special Agent Page, FBI. | PERSON: Here's my I.D. | SHELDON: And here is my Justice League membership card. But that doesn't prove I know Batman.",0,5,1,6,0,1,qwen2.5_14b_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,0,1,0,0,0
495,train,PENNY: This is why I've been saying we should keep champagne on ice.,AMY: we decided that the time was right to take a step forward. | LEONARD: Okay. | SHELDON: Do you want to say it? | AMY: Let's say it together. | SHELDON: We're getting a turtle!,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
196,train,"MONICA: Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",CHANDLER: Do you know what just happened? | MONICA: Yeah. We-we had sex and then we fell asleep. | CHANDLER: No. We were in the middle of sex .. and,1,5,1,6,1,0,qwen2.5_14b_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,1,1,1
479,train,MONICA: What are you up too?,"JOEY: Yeah! And also, a little like a French guy. I never noticed that before.",0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
499,train,"CHANDLER: Excellent hole, Joe.","MONICA: Enhh | CHANDLER: I've got canned goods. | JOEY: Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",1,5,1,6,1,0,phi3_medium_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,1,1,0,1
208,train,"CHANDLER: This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert.",CHANDLER: Mmm | ROSS: Mmm,1,5,1,6,1,0,qwen2.5_14b_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,1,1,1
399,train,"CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.","CHANDLER: Damn, tail pipe's not hot enough to light this. | JOEY: Relax ok? I can get this open, anybody got a coat hangar?",1,5,1,6,1,0,qwen2.5_14b_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,1,1
369,train,"CHANDLER: Maybe it's a contest, you know? Like ""Collect all five"".","PHOEBE: I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
373,train,PHOEBE: Was it not pain-free?,MONICA: Did that! | PHOEBE: Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion. | MONICA: Okay.  Ow!!!!! Ow-oh-oh!,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
496,train,PHOEBE: What?,"RACHEL: Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."" Then she'll have to come back here and live all alone. | PHOEBE: Oh my God!",0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
422,train,"PENNY: Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.","BERNADETTE: So, what should we talk about? | HOWARD: Well, we could always learn more about why people who believe in psychics are idiots. Leonard?",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
421,train,"SHELDON: Darn. If you weren't busy, I'd ask you to join us.","SHELDON: ""Release the Kraken."" That never gets old. | SHELDON: ""Release the Kraken!"" Oh, chills. | SHELDON: Besides, I'm having dinner with Amy. | RAJ: Oh, okay. I'll just go home and be alone. | RAJ: W-Which is cool.
I eat alone, I sleep alone, I cry alone, so...
Cool.",1,5,1,6,1,0,phi3_medium_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,1,1,0,1
442,train,"CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.",MONICA: Could guys please try to keep It down? We are trying to start a tournament.,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
317,train,ROSS: For what? For letting you throw me out of your office?,"RACHEL: Hi. Look um, about what happened earlier... | ROSS: No, hey, well, I-I completely understand. You were, you were stressed. | RACHEL: I was gonna give you a chance to apologise to me.",1,5,1,6,1,0,qwen2.5_14b_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,1,1
313,train,MONICA: Huh! Whats dufus speled backwards?,JOEY: Okay done | MONICA: Whats pleh? | JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
310,train,RACHEL: What-wh-what so we'll just stay married forever?,"ROSS: Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
435,train,PHOEBE: No,"PHOEBE: No, no! | MONICA: Give it to me! | PHOEBE: You can't have it. | MONICA: Give it to me!",0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
324,train,CHANDLER: I'm sorry man there is never a good time to have to .. Stop catching on fire.,"JOEY: When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",1,5,1,6,1,0,qwen2.5_14b_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,1,1,1
438,train,"PENNY: Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.","AMY: That bitch is crafty. | BERNADETTE: You think? | AMY: Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member. | BERNADETTE: Well, what makes me the weakest member? | AMY: Your trusting nature coupled with your teeny-tiny body. You wouldn't last a minute on the Serengeti.",1,5,1,6,1,0,phi3_medium_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,1,1,0,1
306,train,LEONARD: Sure. You want to see what all the scientists are wearing this year.,LEONARD: It's 2:00 a.m. What are you doing up? | SHELDON: Nobel Prize acceptance ceremony streaming live from Stockholm.,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
300,train,SHELDON: You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,"AMY: What differences does it make if Leonard goes to Wil Wheaton's party? | PENNY: Wil Wheaton is Sheldon's mortal enemy. | AMY: Mortal enemy? | AMY: Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy? | SHELDON: In fact, I have 61 of them. | SHELDON: Would you like to see the list? | PENNY: Oh, say no, say no, say no, say no.",1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
298,train,BERNADETTE: I don't know what I'm going to do. I don't want to break up over this.,"BERNADETTE: He can't go to space. | BERNADETTE: He's like a baby bird. | BERNADETTE: Do you know he once got an asthma attack from reading an old library book? | AMY: You're kidding. | PENNY: No, I was there that day. | PENNY: Sheldon threw his back out handing him that book.",0,5,1,6,0,1,gemma2_9b_context,"gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,0,0,0,0
439,train,"PERSON: Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.","RACHEL: I'm really glad Monica asked us out. | PERSON: I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch. | RACHEL: You're sister? You're sister's asleep on the couch? Ohhh! I saw",0,5,1,6,0,1,qwen2.5_14b_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,0,1,0,0,0
441,train,"CHANDLER: Hey, that's Joincidence with a C",PHOEBE: You know what I just realized? Joker is poker with a J. Coincidence?,1,5,1,6,1,0,phi3_medium_no_context,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,1,1,1,0
433,train,JOEY: Take a couple deep breaths.,"JOEY: Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.",0,5,1,6,0,1,gemma2_9b_no_context,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,0,0
