context,text,label
"BERNADETTE: So, what are you working on these days? | AMY: I'm studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame. | BERNADETTE: What would a one-celled organism have to be embarrassed about?","PENNY: Same as all of us, getting out of a car without underwear.",1
"HOWARD: A gallant man would defend his fiance for being called a urethra. | LEONARD: Can we please change the subject? | RAJ: Well, that didn't go your way. | PENNY: Dr. Lorvis, what are you doing here? | PERSON: Uh, well, actually I came to see you. | PENNY: Really? Why?","LEONARD: Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",1
"PENNY: I don't suppose you also brought napkins, clean bowls, utensils and a roll of toilet paper. | BERNADETTE: Right here. | PENNY: You guys are the best. | AMY: What's with the clothes? | PENNY: Well, with all the new stuff I bought for work, I needed to make room in my closet. | AMY: I meant why are they folded? 
But whatever. | AMY: Ooh, what's this? | PENNY: That, believe it or not, is my prom dress.","BERNADETTE: Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",1
"LEONARD: Okay, why?",SHELDON: I'm listening to you snore. I'm wondering how I'll ever sleep without it.,1
"BERNADETTE: You heard what he said about his parents. 
It was the little things they kept bottled up. 
I don't want that to happen to us. | HOWARD: How can I convince you it won't? | BERNADETTE: Well, is there anything about me you're keeping inside? | HOWARD: I'm not answering that. 
It's a trap. | BERNADETTE: So there<i> are</i> things you don't like.",HOWARD: And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,1
"HOWARD: And I love that you're strong and independent. | BERNADETTE: And yet, I still love when you hold a door for me. | HOWARD: I love that I'm kind of a slob around here, and...
you're okay with that. | BERNADETTE: Uh-huh.","BERNADETTE: And I love that I work and do all the cleaning, and you're okay with that.",1
"SHELDON: I was not panicked, and I am not overly attached to Leonard. | LEONARD: You were so worried that you smashed your face trying to check on me.
You love me. | SHELDON: Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain. | SHELDON: Amy, you're a neuroscientist.
Crack his skull open, spray some Raid in there.","BERNADETTE: I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",1
"SHELDON: Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain. | SHELDON: Amy, you're a neuroscientist.
Crack his skull open, spray some Raid in there. | BERNADETTE: I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",HOWARD: I love that you're too good to pee in the kitchen sink.,1
"PENNY: Hey, how are things going with your parents? | RAJ: Not great. They hired divorce attorneys. | SHELDON: You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.","PENNY: You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",1
"LEONARD: Okay. On the count of three, I'll shoot the fire extinguisher and get him airborne. | LEONARD: Howard, you wave the blanket and guide him towards the exit. | LEONARD: Raj, you hold open the curtain so he can fly out.",HOWARD: Are you sure a dummy like me can handle something as complicated as a blanket?,1
"LEONARD: This isn't so bad. | SHELDON: That's easy for you to say. 
Your chair's not facing the lingerie section. | SHELDON: Boy, that's a lot of panties. | AMY: You guys comfy? This might take a while. | SHELDON: You know, I don't understand why women insist on making a big production out of buying clothes.","PENNY: No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",1
"BERNADETTE: Can you please just let it go? | SHELDON: Oh, I can help you with that. | SHELDON: Imagine you're holding an ordinary pen. | SHELDON: While your favorite pen is safe and secure in your pocket. | HOWARD: Hold that thought. | HOWARD: Hello? | AMY: How can I make this up to you?",PENNY: The answer's in this puzzle box. Let's see if you can open it.,1
"HOWARD: Hold that thought. | HOWARD: Hello? | AMY: How can I make this up to you? | PENNY: The answer's in this puzzle box. 
Let's see if you can open it. | BERNADETTE: You could have at least warned him about the furniture. | RAJ: That's what I said when we moved it. | BERNADETTE: You helped him?!","RAJ: No, Stuart picked out those throw pillows all on his own.",1
AMY: we decided that the time was right to take a step forward. | LEONARD: Okay. | SHELDON: Do you want to say it? | AMY: Let's say it together. | SHELDON: We're getting a turtle!,PENNY: This is why I've been saying we should keep champagne on ice.,1
"PERSON: Glad you guys could make it. | LEONARD: Of course. | PENNY: Wow, it looks really pretty in here.","PERSON: Yeah, turns out half a dozen menorahs really sets a mood.",1
"SHELDON: I don't believe it matters what the topic is. | SHELDON: What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. 
It's all about the execution. | LEONARD: Of course you'd focus on that rather than the inspiration. | LEONARD: Uh, new salon topic.
What's more important, an idea or its execution? | BERNADETTE: Oh, that's fun.","SHELDON: Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",1
PENNY: I don't think I've eaten that much in my entire life.,HOWARD: It's why my people wandered the desert for 40 years. Took that long to walk it off.,1
"BERNADETTE: So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway. | AMY: Can I be in charge of pricing?
I've been going to garage sales my whole life. | AMY: Can you believe I got these pantyhose for a nickel?","HOWARD: All right, Amy's in charge of pricing and being 75.",1
"PENNY: Leonard, what time does your mom's plane get in? | LEONARD: I don't know-- some time tomorrow morning. | PENNY: Don't you want to know for sure?","LEONARD: No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",1
ROSS: Hey who is this Casey? | PHOEBE: Oh some guy she met in the movies | ROSS: Oh really? What does he want with her?,"CHANDLER: I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",1
"JOEY: My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990?",CHANDLER: You have to stop the Q-Tip when there is resistance,1
"PERSON: When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee.","CHANDLER: Joey if I go first, I want to be looking for my keys",1
"CHANDLER: Your tailor, is a very bad man. | JOEY: Frankie what are you talking about? | ROSS: Hey, whats going on? | CHANDLER: Joey' trailer took advantage of me | JOEY: No way, I have been going to the guy for twelve years | CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite | ROSS: What? | CHANDLER: Cupping. | JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS: Yes yes it is! In Prison!!,1
"PERSON1: Where's Monica? | MONICA: Over here Dad | PERSON2: How to you zoom out? There she is | JOEY: Some girl ate Monica | MONICA: Shut up, the camera adds 10 pounds.","CHANDLER: Uh, so how many cameras are actually on you.",1
"CHANDLER: I know Richard's really nice and everything, it's just that we don't know him really well you know, plus he is old  ...  er than some people.",CHANDLER: But younger than some buildings!,1
"MONICA: How was your date with Ginger. | CHANDLER: Great. It was great. She is , uh, she is great, great looking, great personality, she is greatness",MONICA: Sounds like she has got the whole package!,1
"JOEY: Oh Mommy, Oh Daddy, I am a big ol Baddy. | ROSS: I guess he must have gotten the part in the play.",CHANDLER: Yeah either that or gloria estefan was right eventually the rhythm is going to get you,1
"PERSON: Hey, you guys the water is great. You should really go in!","CHANDLER: Oh, uh, no thanks. I just had an M&M.",1
"CHANDLER: Saucy. | PERSON: I'll be back in two minutes. | CHANDLER: You are going to leave me like this | PERSON: Knowing you are here, waiting for me, it is kind of exciting isn't it?","CHANDLER: Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",1
ROSS: After the party I saw Rachel kissing that jerk from her office out on your balcony.,"CHANDLER: Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",1
"CHANDLER: Okay, I am officially unpacked. Thanks for helping me man. Joey?","CHANDLER: Oh my god, you almost gave me a heart attack!",1
PERSON: Will you get me a white zinfandel and glass of red for Janice.,CHANDLER: Janice? Janice?,1
"RACHEL: You and I were, uh | PHOEBE: doing it on this table | CHANDLER: You okay there? | ROSS: I can't belive you two had sex in her dream.","CHANDLER: I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",1
"ROSS: And sometimes I may be away longer, like this. But I'll still always come back, like this.","CHANDLER: And sometimes I would want you to steal third, and I'll go like this.",1
JOEY: Well the tough thing is she really wants to have sex with me.,CHANDLER: Crazy bitch!,1
"RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book! | PHOEBE: Oh its Dr. Suse. | JOEY: That book got me through some tough times | PERSON: There is a little child inside this man.","CHANDLER: Yes, the doctor's say if they remove it, he will die!",1
"CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.",CHANDLER: You sure he is going to be able to crack that code?,1
MONICA: Could guys please try to keep It down? We are trying to start a tournament.,"CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.",1
"ROSS: Hi. | RACHEL: What's the matter with you? | CHANDLER: Mean guys at the coffee house took my hat | JOEY: You kidding | ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.","CHANDLER: Oh, wait a minute, I have no one.",1
PHOEBE: Boy do I feel bad | MONICA: very bad. | PHOEBE: Chandler what are you doing? | MONICA: Chandler?,CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.,1
"CHANDLER: Damn, tail pipe's not hot enough to light this. | JOEY: Relax ok? I can get this open, anybody got a coat hangar?","CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",1
"RACHEL: Chandler, what are you doing? There is a trash can right there!","CHANDLER: I thought if I littered, that crying Indian might come by and save us.",1
JOEY: Okay done | MONICA: Whats pleh? | JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.,MONICA: Huh! Whats dufus speled backwards?,1
"RACHEL: Oh Oh car car. | PHOEBE: Its Ross on one of his drives | RACHEL: What is he doing here? | ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.","CHANDLER: Oh no, now its not gonna make any sense",1
CHANDLER: Okay thatÕs like the least fun game ever. | RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.,"CHANDLER: Nope, that patch is no good.",1
"RACHEL: Two week straight and she hasn't smoked since. | MONICA: So how did you guys meet? | PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. | PERSON2: And he was my best student. | PERSON1: Yes she was my best teacher.","CHANDLER: If that doesn't keep kids in school, what will?",1
ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,CHANDLER: Were you so late because you were burying this woman?,1
"ROSS: Thirty seconds all the questions we can answer | MONICA: You guys are dead, I am so good in lightning rounds. | CHANDLER: I majored in lightning rounds, alright! We are gonna destroy you! | MONICA: Wanna bet?",CHANDLER: I am so confused as to what we have been doing so far.,1
"MONICA: Hey guys, what should I wear to a Nick's game?",CHANDLER: A tshirt that says - I don't belong here.,1
"RACHEL: What if you could keep the apartment and get the tickets. | JOEY: Done | RACHEL: Let me finish, talking about a bet, winner takes all | JOEY: We could end up with nothing. | PHOEBE: Or you could end up with everything | JOEY: I like that! | MONICA: So what do you say? | CHANDLER: No | MONICA: Just do it!","CHANDLER: Oh Oh, I am convinced!",1
"ROSS: Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.","CHANDLER: Pheebs, you may know this, you know strange things. What is the boiling point of brain?",1
JOEY: Look out! You almost crushed my hat | ROSS: Sorry,CHANDLER: And the bunny got away!,1
"ROSS: This would be the place where you explain the hat | JOEY: Oh, Okay. This is called the top hat? | ROSS: And why are you wearing this? Is it top hat? | JOEY: Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.",CHANDLER: And you are gonna make them all disappear.,1
PERSON: [Laughs],"CHANDLER: Wow you look just like your son, Mrs. Tribbiani",1
"JOEY: Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.",ROSS: Your makeup?,1
"JOEY: When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",CHANDLER: I'm sorry man there is never a good time to have to .. Stop catching on fire.,1
"JOEY: Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.",CHANDLER: Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,1
"PHOEBE: You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.","CHANDLER: See now that I see crying over, but Bambi, is a cartoon.",1
"PERSON: But that reminds me, sign this. | ROSS: What is it? | PERSON: Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.","CHANDLER: Oh hurry up, I want to sign that.",1
"JOEY: What are you doing? | CHANDLER: Key is stuck in the lock. | JOEY: I could fix it hold on hold on, watch out watch out. | CHANDLER: It still doesn't work! | JOEY: I am not finished.","CHANDLER: Nice jon Joe, you are quite the craftsman!",1
"CHANDLER: Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks | JOEY: I don't know Chandler, I am not so good with remembering lines.",CHANDLER: Well thank God your livelihood doesn't depend on it.,1
"JOEY: It isnt working | MONICA: We have to unscrew the chain | JOEY: Hurry, I can't feel my ears | CHANDLER: Can you ever feel your ears? | JOEY: Interesting",CHANDLER: Oh I left them in my bulldozer .. I don't have tools!,1
"JOEY: Quack quack, quack quack, quack quack.","CHANDLER: We were wondering what was taking so long with the gift, but now we understand you were doing this.",1
"CHANDLER: Okay, lets find these birds. | JOEY: Wait wait, you hear that? There are in the table? | CHANDLER: That can't be good | JOEY: We have to get them out of there | CHANDLER: how? | JOEY: Maybe we can lure them out, you know of any bird calls?",CHANDLER: Oh tons. I am quite the woodsman.,1
"JOEY: Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.",CHANDLER: If only there was something in your head to control the things you say.,1
"ROSS: So uh, does it do anything uh special?","CHANDLER: Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",1
RACHEL: Hey,"CHANDLER: I am sorry, we donÕt have your sheep.",1
"CHANDLER: What what? | JOEY: Hey, shaving?","CHANDLER: No, rabies.",1
"CHANDLER: Hold on, there is something different. | ROSS: I went to their tanning place your wife suggested.",CHANDLER: Was that place the sun?,1
"ROSS: Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.",CHANDLER: Maybe he was nervous.,1
"CHANDLER: Okay you are right, I am in love with Joey's girlfriend. | PHOEBE: What? How is that possible? You barely know her. | CHANDLER: I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.","CHANDLER: No you are not Chandler, we still love you Chandler",1
CHANDLER: Well cathy's last boyfriend was Joey. | ROSS: And you're afraid you wont be able to fill his shoes,CHANDLER: I was saying the actual words,1
CHANDLER: Are you kidding me? Joey Joey Joey Joey!,CHANDLER: Did I wake you?,1
"MONICA: Actually, I was gonna do some laundry. Chandler, do you wanna do it with me? | CHANDLER: Sure I will do it with you | RACHEL: You don't mind do you, that would really help me a lot Thanks. | MONICA: I don't think I have enough quarters | PHOEBE: I have quarters!",CHANDLER: Great! Now we can do laundry all night. All night laundry!,1
PHOEBE: That's a good one. Mine is to pilot a commercial jet.,"CHANDLER: ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",1
CHANDLER: What an interesting approach to guitar instruction.,"CHANDLER: You know some might find it amusing, I myself find it regular.",1
"CHANDLER: I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!","CHANDLER: And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",1
"CHANDLER: How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too. | ROSS: Okay, I think its time to change somebody's nicotine patch.","CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",1
CHANDLER: Still upset because I saw her boobies. | ROSS: Well what? What were you doing seeing her boobies?,CHANDLER: It was an accident. Not like I was across the street with a telescope and a box of donuts.,1
PHOEBE: You know what I just realized? Joker is poker with a J. Coincidence?,"CHANDLER: Hey, that's Joincidence with a C",1
"CHANDLER: Rach rach, we gotta settle | RACHEL: Settle what?","CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.",1
"MONICA: Why wouldn't I be married when I am forty? | CHANDLER: Oh no no no, I just meant hypothetically | MONICA: Ok , hypothetically, why won't I be married when I am forty? | CHANDLER: No | MONICA: No, what is it? Is there something fundamentally unmarriable about me?","CHANDLER: Dear god, this parachute is a knapsack",1
"JOEY: Hey, Chan. Can you help me out here, I promise I'll pay you back.","CHANDLER: Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",1
CHANDLER: Anybody know a good tailor? | JOEY: You needs some clothes altered?,"CHANDLER: No, no, I am just looking for a man to draw on me with chalk.",1
"CHANDLER: Hey | MONICA: So how was Joan? | CHANDLER: Broke up with her | MONICA: Why | ROSS: Don't tell me, because of the big nostril thing?","CHANDLER: I am telling you, when she leaned back, I could see her brain",1
RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER: Me? I am gonna die alone!,1
"ROSS: Man, I sure miss Julie",CHANDLER: Spanish midgets wrestling Julie! Okay yes I see how they got there.,1
"JOEY: Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go! | CHANDLER: Hell I have never been good to go, so, what the hell why not try some jewellery huh? | JOEY: Oh man! You are so wearing that bracelet! | CHANDLER: I so am | JOEY: You have any idea what this will do to your sex life?","CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",1
"CHANDLER: Get up | JOEY: What? | CHANDLER: You're in my seat | JOEY: How is it your seat? | CHANDLER: Cause I was sitting there | JOEY: But then you left | CHANDLER: But its not like I went to Spain, I went to the bathroom , you knew I was coming back. | JOEY: Whats the big deal? | CHANDLER: The big deal is that I was sitting there last, so.. that's my seat | JOEY: Actually, the last place you were sitting was in there | ROSS: You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops!","CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",1
PERSON: Someone in there?,"CHANDLER: No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",1
MONICA: I just don't wanna give them any more ammunition than they already have.,"CHANDLER: Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",1
"JOEY: I just want to go back to my cell, cause in my cell I can smoke. | CHANDLER: Smoke away!",CHANDLER: I think this is probably why Damone smokes in his cell alone.,1
PHOEBE: And there's five hundred extra dollars in my account.,CHANDLER: Oh! Satan's minions at work again?,1
"PHOEBE: I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.","CHANDLER: Maybe it's a contest, you know? Like ""Collect all five"".",1
CHANDLER: Listen it's kind of an emergency,CHANDLER: I guess you would know that or else we would be in a predicament room,1
RACHEL: You guys can pee standing up.,CHANDLER: We can? Ok I am trying that.,1
MONICA: Go over to her. She's not with anyone.,CHANDLER: Oh yeah right. And what would my opening line be? Excuse me,1
PERSON: Because I met somebody who would be perfect for you.,CHANDLER: Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,1
"CHANDLER: And this from cry for help department, are you wearing makeup? | JOEY: Yes I am, as of today, I am official Joey Tribbiani actor slash model.",CHANDLER: That's so funny because you look more like Joey Tribbiani man slash woman.,1
CHANDLER: The most unbelievable thing has happened. Underdog has gotten away.,"CHANDLER: No, no the actual cartoon character .. Of course the baloon.",1
CHANDLER: Hey!,CHANDLER: That monkey has got a Ross on its ass!,1
JOEY: How do I look?,"CHANDLER: Oh, um, I don't care!",1
JOEY: Hey | CHANDLER: Hey,"CHANDLER: You know once you are inside, you don't have to knock anymore.",1
ROSS: He also found an M and an O.,CHANDLER: We think it was trying to spell out monkey.,1
CHANDLER: Could you want her more? | ROSS: Who?,CHANDLER: Dee. The sarcastic sister from What's Happening.,1
"ROSS: Who? | CHANDLER: Dee, the sarcastic sister from What's Happening!! | RACHEL: Guys, guess what guess what guess what.","CHANDLER: Uh, okay. The fifth dentist caved and not they're all recommending Trident?",1
"JOEY: Did you call the cops? | RACHEL: No, we took her to lunch",CHANDLER: Ah your own brand of vigilante justice.,1
"CHANDLER: So Ross, how was the date the other night?",CHANDLER: Did you tell her about the magical night that starts with the flush of every toilet?,1
"ROSS: Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch | RACHEL: What's that? | ROSS: Oh, that's me. | RACHEL: Wow! Certainly think a lot of yourself. | ROSS: No, that's my arm.","CHANDLER: Oh I see, I thought you just really really liked your new couch.",1
MONICA: You are dead meat | CHANDLER: I didn't know it was a big secret.,"MONICA: No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",1
ROSS: This is so exciting! I haven't seen my monkey in almost a year,CHANDLER: Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,1
"RACHEL: Do you guys have any exta ribbon? | CHANDLER: Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",CHANDLER: And I think my testicles may be in here too,1
"PHOEBE: Oh so pretty, this must have cost him a fortune. | CHANDLER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck? | RACHEL: What did you just say? | CHANDLER: Crustal duck. | RACHEL: No, no, no, the love part? Oh my god!","JOEY: ThatÕs good, just keep rubbing your head. That will turn back time",1
"JOEY: You liked it? You really liked it? | CHANDLER: Oh-ho-ho, yeah! | JOEY: Which part exactly?",CHANDLER: The whole thing! Can we go?,1
"JOEY: Oh umm, my big scene is coming up. Big scene coming up. | CHANDLER: If you said, ""Big lima bean, bubbling up."" Would she understand the difference? | MONICA: Rach? What are you doing?","RACHEL: Oh boy, I just can't watch. It's too scary!",1
"RACHEL: Hi. Look um, about what happened earlier... | ROSS: No, hey, well, I-I completely understand. You were, you were stressed. | RACHEL: I was gonna give you a chance to apologise to me.",ROSS: For what? For letting you throw me out of your office?,1
"MONICA: Richard! | PERSON: Actually, I'm not here to complement the chef. | MONICA: Ohh ..  Oh, that's okay I hate when people come back to complement the chef.",MONICA: Like I have nothing better to do!,1
"PHOEBE: Yeah, but Jason's really sensitive. | CHANDLER: Well sensitive is important, pick him. | PHOEBE: Yeah.","JOEY: Oh sure, go with the sissy.",1
"MONICA: Enhh | CHANDLER: I've got canned goods. | JOEY: Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!","CHANDLER: Excellent hole, Joe.",1
"PERSON: Why?!! | ROSS: Uh well umm .. we're just not in that place, y'know? But we're very excited about this. | PERSON: Oh. Well then shut me up.",RACHEL: Just tell me how.,1
"PHOEBE: Ha-ha, it's not my baby, ha-ha-ha! | MONICA: Very good,  so good.","PHOEBE: I really, really enjoyed it. Very exotic.",1
"PHOEBE: Yes. Great, let's begin.  How's the pressure? | MONICA: Nice! Wow Phoebe you are good!","PHOEBE: Stating the obvious, but thank you. And it's not weird is it.",1
"ROSS: Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",RACHEL: What-wh-what so we'll just stay married forever?,1
"JOEY: Well, you're amazing. | CHANDLER: Oh no-no-no. | JOEY: A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?","CHANDLER: Well, y'know I'm 29. I mean who needs a savings account.",1
"JOEY: Wow! This girl is good. | PHOEBE: Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before. | CHANDLER: I like her.",PHOEBE: Why? Because she can sing and play guitar and do both at the same time?,1
PHOEBE: Um-hmm. Oh wait! This is Bonnie. | PERSON: Hi! | RACHEL: This is Bonnie?  This is Bonnie?  You're Bonnie?,PERSON: I can show you an ID if you want?,1
"PHOEBE: How do you feel? | CHANDLER: Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours. | PHOEBE: Okay, so I",CHANDLER: And protected them from a tornado?,1
"PERSON: I remember when we first got engaged. | CHANDLER: Oh, I don't think I ever heard that story.","PERSON: Well, I'd gotten Judy pregnant. I still don't know how that happened.",1
MONICA: Did that! | PHOEBE: Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion. | MONICA: Okay.  Ow!!!!! Ow-oh-oh!,PHOEBE: Was it not pain-free?,1
"MONICA: David who? | PHOEBE: David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David! | CHANDLER: Oh my God!","PHOEBE: Oh, you say someone's name enough, they turn around.",1
"PHOEBE: And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"".",PHOEBE: So now I have to go so he'll think that I'm totally ok with seeing him!,1
"MONICA: Umm, listen there's something I think you should know. | CHANDLER: Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.","CHANDLER: I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",1
ROSS: Chandler. I sensed it was you. | CHANDLER: What?! | ROSS: Unagi. I'm always aware.,"CHANDLER: Okay, are you aware unagi  is an eel?",1
"JOEY: Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! | RACHEL: Joey, do you have a minute? | ROSS: Dude, what am I gonna","JOEY: Uh, Rachel's here, so good luck man, let me know how it works out.",1
"PHOEBE: So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation.","PHOEBE: All right, okay, well, apparently not!",1
"RACHEL: Yes! And he said really mean things that were only partly true. | JOEY: I'm gonna go down there and teach that guy a lesson. | MONICA: Joey, please don't do that. I think it's best that we just forget about it.","RACHEL: That's easy for you to say, you weren't almost just killed.",1
MONICA: No. | CHANDLER: How long have we been home? | MONICA: About a half an hour.,CHANDLER: Lovely,1
MONICA: Ahh! Aren't you dressed yet? | CHANDLER: Am I naked again?! | MONICA: We're supposed to meet my parents in 15 minutes.,"CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",1
"CHANDLER: I will have one. Okay, I'm not gonna have one. | PHOEBE: No, no, it's just my tooth.",CHANDLER: All right I'll have one.,1
"ROSS: Yeah, I know, it's my birthday. We all should be here. | CHANDLER: So, let's go. | ROSS: Well maybe, you know, maybe we should stay for one song.","CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.",1
"PHOEBE: Yeah. | RACHEL: I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.","PHOEBE: Yeah. Yeah, that's what you need a good .. pill.",1
"RACHEL: You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day.","RACHEL: Even if people are on it!""",1
"RACHEL: So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.","RACHEL: I guess you'd know that, being one of the two of us, though, right?",1
"RACHEL: All right, I'm outta here! | MONICA: I'm kidding! I'm kidding! | RACHEL: So were done then!","PERSON: Almost! But first, we gotta start.",1
"JOEY: Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",CHANDLER: You building a post office?,1
"RACHEL: We're not gonna do that. | PERSON1: Well, if you like you can feel Rachel's and then feel mine to compare. | PERSON2: Am I interrupting?",ROSS: Uh yes! Thank you.,1
"PHOEBE: Definitely! | RACHEL: Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",RACHEL: It would be nice to have a little guarantee though.,1
"PERSON: That's funny. Who are they? | ROSS: The blond woman is my ex-wife, and the woman touching her is her... close, personal friend. | PERSON: You mean they're lovers.",ROSS: If you wanna put a label on it.,1
MONICA: Oh wait! Stop! Stop! Stop! | CHANDLER: Oh I'm sorry! Do you need a break? | MONICA: My boots in tan! Hey! Can you get a little closer so I can see the price?,CHANDLER: I can see it from right here. It'll cost you one husband.,1
